,ENTREZID,SYMBOL,TAIR
7222,842887,NA,AT1G65760
7223,842888,AMR1,AT1G65770
7224,842889,NA,AT1G65780
7225,842890,ARK1,AT1G65790
7226,842890,RK1,AT1G65790
7227,842891,ARK2,AT1G65800
7228,842891,RK2,AT1G65800
7229,842892,NA,AT1G65810
7230,842893,NA,AT1G65820
7231,842894,ATPAO4,AT1G65840
7232,842894,PAO4,AT1G65840
7233,842895,NA,AT1G65845
7234,842896,NA,AT1G65850
7235,842897,FMO,AT1G65860
7236,842898,NA,AT1G65870
7237,842900,BZO1,AT1G65880
7238,842901,AAE12,AT1G65890
7239,842902,NA,AT1G65900
7240,842903,aNAc028,AT1G65910
7241,842903,NAC028,AT1G65910
7242,842904,NA,AT1G65920
7243,842905,cICDH,AT1G65930
7244,842907,NA,AT1G65950
7245,842908,GAD2,AT1G65960
7246,842909,TPX2,AT1G65970
7247,842910,TPX1,AT1G65980
7248,842911,NA,AT1G65985
7249,842912,NA,AT1G65990
7250,842913,NA,AT1G66000
7251,842915,NA,AT1G66020
7252,842916,CYP96A14P,AT1G66030
7253,842917,ORTH4,AT1G66040
7254,842917,VIM4,AT1G66040
7255,842918,NA,AT1G66045
7256,842919,ORTH5,AT1G66050
7257,842919,VIM2,AT1G66050
7258,842920,NA,AT1G66060
7259,842921,NA,AT1G66070
7260,842922,NA,AT1G66080
7261,842923,NA,AT1G66090
7262,842924,NA,AT1G66100
7263,842925,NA,AT1G66110
7264,842926,AAE11,AT1G66120
7265,842926,AtAAE11,AT1G66120
7266,842927,NA,AT1G66130
7267,842928,ZFP4,AT1G66140
7268,842929,CLE18,AT1G66145
7269,842930,TMK1,AT1G66150
7270,842931,ATCMPG1,AT1G66160
7271,842931,CMPG1,AT1G66160
7272,842932,MMD1,AT1G66170
7273,842933,NA,AT1G66180
7274,842934,NA,AT1G66190
7275,842935,ATGSR2,AT1G66200
7276,842935,GLN1;2,AT1G66200
7277,842935,GSR2,AT1G66200
7278,842936,NA,AT1G66210
7279,842937,NA,AT1G66220
7280,842938,AtMYB20,AT1G66230
7281,842938,MYB20,AT1G66230
7282,842939,NA,AT1G66235
7283,842940,ATATX1,AT1G66240
7284,842940,ATX1,AT1G66240
7285,842941,NA,AT1G66245
7286,842942,NA,AT1G66250
7287,842943,NA,AT1G66260
7288,842944,BGLU21,AT1G66270
7289,842945,BGLU22,AT1G66280
7290,842946,NA,AT1G66290
7291,842947,NA,AT1G66300
7292,842948,NA,AT1G66310
7293,842949,NA,AT1G66320
7294,842950,NA,AT1G66330
7295,842951,AtETR1,AT1G66340
7296,842951,EIN1,AT1G66340
7297,842951,ETR,AT1G66340
7298,842951,ETR1,AT1G66340
7299,842952,NA,AT1G66345
7300,842953,RGL,AT1G66350
7301,842953,RGL1,AT1G66350
7302,842954,NA,AT1G66360
7303,842955,AtMYB113,AT1G66370
7304,842955,MYB113,AT1G66370
7305,842956,AtMYB114,AT1G66380
7306,842956,MYB114,AT1G66380
7307,842957,ATMYB90,AT1G66390
7308,842957,MYB90,AT1G66390
7309,842957,PAP2,AT1G66390
7310,842958,CML23,AT1G66400
7311,842959,ACAM-4,AT1G66410
7312,842959,CAM4,AT1G66410
7313,842960,NA,AT1G66420
7314,842961,NA,AT1G66430
7315,842962,NA,AT1G66440
7316,842963,NA,AT1G66450
7317,842964,NA,AT1G66460
7318,842965,AtRHD6,AT1G66470
7319,842965,RHD6,AT1G66470
7320,842966,NA,AT1G66480
7321,842967,NA,AT1G66490
7322,842968,NA,AT1G66500
7323,842969,NA,AT1G66510
7324,842970,pde194,AT1G66520
7325,842971,NA,AT1G66530
7326,842972,NA,AT1G66540
7327,842973,ATWRKY67,AT1G66550
7328,842973,WRKY67,AT1G66550
7329,842974,ATWRKY64,AT1G66560
7330,842974,WRKY64,AT1G66560
7331,842975,ATSUC7,AT1G66570
7332,842975,SUC7,AT1G66570
7333,842976,RPL10C,AT1G66580
7334,842976,SAG24,AT1G66580
7335,842977,ATCOX19-1,AT1G66590
7336,842977,COX19-1,AT1G66590
7337,842978,ABO3,AT1G66600
7338,842978,ATWRKY63,AT1G66600
7339,842978,WRKY63,AT1G66600
7340,842979,NA,AT1G66610
7341,842980,NA,AT1G66620
7342,842981,NA,AT1G66630
7343,842982,NA,AT1G66640
7344,842983,NA,AT1G66650
7345,842984,NA,AT1G66660
7346,842985,CLPP3,AT1G66670
7347,842985,NCLPP3,AT1G66670
7348,842986,AR401,AT1G66680
7349,842987,NA,AT1G66690
7350,842988,PXMT1,AT1G66700
7351,842990,NA,AT1G66720
7352,842991,AtLIG6,AT1G66730
7353,842991,LIG6,AT1G66730
7354,842992,ASF1A,AT1G66740
7355,842992,AtSP7,AT1G66740
7356,842992,SGA2,AT1G66740
7357,842992,SP7,AT1G66740
7358,842993,AT;CDKD;2,AT1G66750
7359,842993,CAK4,AT1G66750
7360,842993,CAK4AT,AT1G66750
7361,842993,CDKD1;2,AT1G66750
7362,842993,CDKD;2,AT1G66750
7363,842994,NA,AT1G66760
7364,842995,AtSWEET6,AT1G66770
7365,842995,SWEET6,AT1G66770
7366,842996,NA,AT1G66780
7367,842998,NA,AT1G66800
7368,842999,NA,AT1G66810
7369,843000,NA,AT1G66820
7370,843001,NA,AT1G66830
7371,843002,PMI2,AT1G66840
7372,843002,WEB2,AT1G66840
7373,843003,NA,AT1G66850
7374,6240329,NA,AT1G66852
7375,3767652,NA,AT1G66855
7376,843004,NA,AT1G66860
7377,843005,NA,AT1G66870
7378,843006,NA,AT1G66880
7379,843007,NA,AT1G66890
7380,843008,NA,AT1G66900
7381,843009,NA,AT1G66910
7382,843010,NA,AT1G66920
7383,843011,NA,AT1G66930
7384,843012,NA,AT1G66940
7385,843013,ABCG39,AT1G66950
7386,843013,ATPDR11,AT1G66950
7387,843013,PDR11,AT1G66950
7388,843014,LUP5,AT1G66960
7389,843015,GDPDL1,AT1G66970
7390,843015,SVL2,AT1G66970
7391,843016,GDPDL2,AT1G66980
7392,843016,SNC4,AT1G66980
7393,843018,NA,AT1G67000
7394,843020,NA,AT1G67020
7395,843021,NA,AT1G67025
7396,843022,ZFP6,AT1G67030
7397,843023,NA,AT1G67035
7398,843024,TRM22,AT1G67040
7399,843025,NA,AT1G67050
7400,843026,NA,AT1G67060
7401,843027,DIN9,AT1G67070
7402,843027,PMI2,AT1G67070
7403,843028,ABA4,AT1G67080
7404,843029,RBCS1A,AT1G67090
7405,843030,LBD40,AT1G67100
7406,843031,CYP735A2,AT1G67110
7407,843032,AtMDN1,AT1G67120
7408,843032,MDN1,AT1G67120
7409,843033,NA,AT1G67130
7410,843034,SWEETIE,AT1G67140
7411,5007836,NA,AT1G67148
7412,843035,NA,AT1G67150
7413,843036,NA,AT1G67160
7414,843037,NA,AT1G67170
7415,843038,NA,AT1G67180
7416,843039,NA,AT1G67190
7417,843041,NA,AT1G67210
7418,843042,ATHPCAT1,AT1G67220
7419,843042,HAC02,AT1G67220
7420,843042,HAC2,AT1G67220
7421,843043,CRWN1,AT1G67230
7422,843043,LINC1,AT1G67230
7423,843045,NA,AT1G67250
7424,3767658,TCP1,AT1G67260
7425,5007837,DVL3,AT1G67265
7426,5007837,RTFL21,AT1G67265
7427,843047,NA,AT1G67270
7428,843048,NA,AT1G67280
7429,843049,GLOX1,AT1G67290
7430,843050,NA,AT1G67300
7431,843051,NA,AT1G67310
7432,843052,EMB2813,AT1G67320
7433,843053,NA,AT1G67325
7434,843054,NA,AT1G67330
7435,843055,NA,AT1G67340
7436,843056,NA,AT1G67350
7437,843057,NA,AT1G67360
7438,843058,ASY1,AT1G67370
7439,843058,ATASY1,AT1G67370
7440,843059,NA,AT1G67390
7441,843060,NA,AT1G67400
7442,843061,NA,AT1G67410
7443,843062,NA,AT1G67420
7444,843063,NA,AT1G67430
7445,843064,emb1688,AT1G67440
7446,843065,NA,AT1G67450
7447,843066,NA,AT1G67455
7448,843067,NA,AT1G67460
7449,843068,NA,AT1G67470
7450,843069,NA,AT1G67480
7451,843070,GCS1,AT1G67490
7452,843070,KNF,AT1G67490
7453,843071,ATREV3,AT1G67500
7454,843071,REV3,AT1G67500
7455,843072,NA,AT1G67510
7456,843073,NA,AT1G67520
7457,843074,NA,AT1G67530
7458,843075,NA,AT1G67540
7459,843076,URE,AT1G67550
7460,843077,ATLOX6,AT1G67560
7461,843077,LOX6,AT1G67560
7462,843078,NA,AT1G67570
7463,843079,NA,AT1G67580
7464,843080,NA,AT1G67590
7465,843081,NA,AT1G67600
7466,843083,NA,AT1G67620
7467,843084,NA,AT1G67623
7468,843086,EMB2814,AT1G67630
7469,843086,POLA2,AT1G67630
7470,843087,NA,AT1G67635
7471,843088,NA,AT1G67640
7472,843090,NA,AT1G67650
7473,843091,NA,AT1G67660
7474,843092,NA,AT1G67670
7475,843093,NA,AT1G67680
7476,843094,NA,AT1G67690
7477,843095,HHL1,AT1G67700
7478,843096,ARR11,AT1G67710
7479,843097,NA,AT1G67720
7480,843098,ATKCR1,AT1G67730
7481,843098,KCR1,AT1G67730
7482,843098,YBR159,AT1G67730
7483,843099,PSBY,AT1G67740
7484,843099,YCF32,AT1G67740
7485,843100,NA,AT1G67750
7486,843101,NA,AT1G67760
7487,843102,TEL2,AT1G67770
7488,3767662,CLE8,AT1G67775
7489,843103,NA,AT1G67780
7490,843104,NA,AT1G67785
7491,843105,NA,AT1G67790
7492,843106,NA,AT1G67800
7493,843107,SUFE2,AT1G67810
7494,843108,NA,AT1G67820
7495,843109,ATFXG1,AT1G67830
7496,843109,FXG1,AT1G67830
7497,843110,CSK,AT1G67840
7498,843111,NA,AT1G67850
7499,843112,NA,AT1G67855
7500,6240476,NA,AT1G67856
7501,843113,NA,AT1G67860
7502,28717407,NA,AT1G67865
7503,843115,NA,AT1G67870
7504,843116,NA,AT1G67880
7505,843117,NA,AT1G67890
7506,843118,NA,AT1G67900
7507,843119,NA,AT1G67910
7508,843120,NA,AT1G67920
7509,843121,NA,AT1G67930
7510,843122,ABCI17,AT1G67940
7511,843122,ATNAP3,AT1G67940
7512,843122,AtSTAR1,AT1G67940
7513,843122,NAP3,AT1G67940
7514,843123,NA,AT1G67950
7515,843124,POD1,AT1G67960
7516,843125,AT-HSFA8,AT1G67970
7517,843125,HSFA8,AT1G67970
7518,843126,CCOAMT,AT1G67980
7519,843127,ATTSM1,AT1G67990
7520,843127,TSM1,AT1G67990
7521,843128,ATPIS,AT1G68000
7522,843128,ATPIS1,AT1G68000
7523,843128,PIS1,AT1G68000
7524,843129,ATHPR1,AT1G68010
7525,843129,HPR,AT1G68010
7526,843130,ATTPS6,AT1G68020
7527,843130,TPS6,AT1G68020
7528,843131,NA,AT1G68030
7529,843132,NA,AT1G68040
7530,843133,ADO3,AT1G68050
7531,843133,FKF1,AT1G68050
7532,843134,ATMAP70-1,AT1G68060
7533,843134,MAP70-1,AT1G68060
7534,843135,NA,AT1G68070
7535,843136,NA,AT1G68080
7536,843137,ANN5,AT1G68090
7537,843137,ANNAT5,AT1G68090
7538,843138,IAR1,AT1G68100
7539,843139,NA,AT1G68110
7540,843140,ATBPC3,AT1G68120
7541,843140,BPC3,AT1G68120
7542,843141,AtIDD14,AT1G68130
7543,843141,IDD14,AT1G68130
7544,843141,IDD14alpha,AT1G68130
7545,843141,IDD14beta,AT1G68130
7546,843142,NA,AT1G68140
7547,843143,ATWRKY9,AT1G68150
7548,843143,WRKY9,AT1G68150
7549,843144,NA,AT1G68160
7550,843145,UMAMIT23,AT1G68170
7551,843146,NA,AT1G68180
7552,843147,NA,AT1G68185
7553,843148,BBX27,AT1G68190
7554,843149,NA,AT1G68200
7555,843150,APRR6,AT1G68210
7556,843150,PRR6,AT1G68210
7557,843151,NA,AT1G68220
7558,843152,NA,AT1G68230
7559,6241144,NA,AT1G68238
7560,843153,NA,AT1G68240
7561,843154,NA,AT1G68250
7562,843155,ALT3,AT1G68260
7563,843156,NA,AT1G68270
7564,843157,ALT4,AT1G68280
7565,843158,ENDO2,AT1G68290
7566,843159,NA,AT1G68300
7567,843160,AE7,AT1G68310
7568,843161,AtMYB62,AT1G68320
7569,843161,BW62B,AT1G68320
7570,843161,BW62C,AT1G68320
7571,843161,MYB62,AT1G68320
7572,843162,NA,AT1G68330
7573,843163,NA,AT1G68340
7574,843164,NA,AT1G68350
7575,843165,NA,AT1G68360
7576,843166,ARG1,AT1G68370
7577,843167,NA,AT1G68380
7578,843168,NA,AT1G68390
7579,843169,NA,AT1G68400
7580,843170,NA,AT1G68410
7581,843171,NA,AT1G68420
7582,843172,NA,AT1G68430
7583,843173,NA,AT1G68440
7584,843174,PDE337,AT1G68450
7585,843175,ATIPT1,AT1G68460
7586,843175,IPT1,AT1G68460
7587,843176,NA,AT1G68470
7588,843177,JAG,AT1G68480
7589,843178,NA,AT1G68490
7590,843179,NA,AT1G68500
7591,843180,LBD42,AT1G68510
7592,843181,BBX14,AT1G68520
7593,7922462,NA,AT1G68526
7594,843182,CER6,AT1G68530
7595,843182,CUT1,AT1G68530
7596,843182,G2,AT1G68530
7597,843182,KCS6,AT1G68530
7598,843182,POP1,AT1G68530
7599,843183,CCRL6,AT1G68540
7600,843183,TKPR2,AT1G68540
7601,843184,CRF10,AT1G68550
7602,843185,ATXYL1,AT1G68560
7603,843185,AXY3,AT1G68560
7604,843185,TRG1,AT1G68560
7605,843185,XYL1,AT1G68560
7606,843186,AtNPF3.1,AT1G68570
7607,843186,NPF3.1,AT1G68570
7608,843187,NA,AT1G68580
7609,843188,NA,AT1G68585
7610,843189,PSRP3/1,AT1G68590
7611,843190,NA,AT1G68600
7612,843191,PCR11,AT1G68610
7613,843192,NA,AT1G68620
7614,843193,NA,AT1G68630
7615,843194,PAN,AT1G68640
7616,843194,TGA8,AT1G68640
7617,843195,NA,AT1G68650
7618,843196,NA,AT1G68660
7619,843197,NA,AT1G68670
7620,843198,NA,AT1G68680
7621,3767664,AtPERK9,AT1G68690
7622,3767664,PERK9,AT1G68690
7623,28717409,NA,AT1G68700
7624,843201,NA,AT1G68710
7625,843202,ATTADA,AT1G68720
7626,843202,TADA,AT1G68720
7627,843203,AGP19,AT1G68725
7628,843203,ATAGP19,AT1G68725
7629,843204,NA,AT1G68730
7630,843205,PHO1;H1,AT1G68740
7631,843206,ATPPC4,AT1G68750
7632,843206,PPC4,AT1G68750
7633,843207,ATNUDT1,AT1G68760
7634,843207,ATNUDX1,AT1G68760
7635,843207,NUDX1,AT1G68760
7636,843208,IDA,AT1G68765
7637,843209,NA,AT1G68780
7638,843210,CRWN3,AT1G68790
7639,843210,LINC3,AT1G68790
7640,843211,CLE12,AT1G68795
7641,843212,BRC2,AT1G68800
7642,843212,TCP12,AT1G68800
7643,843213,NA,AT1G68810
7644,843214,NA,AT1G68820
7645,5007840,DVL5,AT1G68825
7646,5007840,RTFL15,AT1G68825
7647,843215,STN7,AT1G68830
7648,843216,AtRAV2,AT1G68840
7649,843216,EDF2,AT1G68840
7650,843216,RAP2.8,AT1G68840
7651,843216,RAV2,AT1G68840
7652,843216,TEM2,AT1G68840
7653,843217,NA,AT1G68845
7654,843218,NA,AT1G68850
7655,5007841,NA,AT1G68862
7656,843219,ATSOFL2,AT1G68870
7657,843219,SOFL2,AT1G68870
7658,843220,NA,AT1G68875
7659,843221,AtbZIP,AT1G68880
7660,843221,bZIP,AT1G68880
7661,843222,PHYLLO,AT1G68890
7662,3767668,NA,AT1G68905
7663,3767669,NA,AT1G68907
7664,843224,WIT2,AT1G68910
7665,843225,NA,AT1G68920
7666,843226,NA,AT1G68930
7667,843227,NA,AT1G68935
7668,843228,NA,AT1G68940
7669,843229,NA,AT1G68945
7670,843230,NA,AT1G68960
7671,843231,NA,AT1G68980
7672,843232,MGP3,AT1G68990
7673,843233,BIM2,AT1G69010
7674,843234,NA,AT1G69020
7675,843235,NA,AT1G69030
7676,843236,ACR4,AT1G69040
7677,843237,NA,AT1G69050
7678,843238,NA,AT1G69060
7679,843239,NA,AT1G69070
7680,843240,NA,AT1G69080
7681,843241,NA,AT1G69090
7682,843242,NA,AT1G69100
7683,843244,AGL7,AT1G69120
7684,843244,AP1,AT1G69120
7685,843244,AtAP1,AT1G69120
7686,843246,NA,AT1G69150
7687,843247,NA,AT1G69160
7688,843248,AtSPL6,AT1G69170
7689,843248,SPL6,AT1G69170
7690,843249,CRC,AT1G69180
7691,843250,NA,AT1G69190
7692,843251,FLN2,AT1G69200
7693,843252,NA,AT1G69210
7694,843253,SIK1,AT1G69220
7695,843254,SP1L2,AT1G69230
7696,843255,ATMES15,AT1G69240
7697,843255,MES15,AT1G69240
7698,843255,RHS9,AT1G69240
7699,843256,NA,AT1G69250
7700,843257,AFP1,AT1G69260
7701,843258,AtRPK1,AT1G69270
7702,843258,RPK1,AT1G69270
7703,843259,NA,AT1G69280
7704,843260,NA,AT1G69290
7705,843261,PDCB4,AT1G69295
7706,843262,ATWRKY57,AT1G69310
7707,843262,WRKY57,AT1G69310
7708,843263,CLE10,AT1G69320
7709,843264,NA,AT1G69325
7710,843265,NA,AT1G69330
7711,843266,NA,AT1G69340
7712,843267,NA,AT1G69350
7713,843268,NA,AT1G69360
7714,843269,cm-3,AT1G69370
7715,843269,CM3,AT1G69370
7716,843270,RRG,AT1G69380
7717,843271,ARC12,AT1G69390
7718,843271,ATMINE1,AT1G69390
7719,843271,MINE1,AT1G69390
7720,843272,NA,AT1G69400
7721,843273,ATELF5A-3,AT1G69410
7722,843273,ELF5A-3,AT1G69410
7723,843274,NA,AT1G69420
7724,843275,NA,AT1G69430
7725,843276,AGO7,AT1G69440
7726,843276,ZIP,AT1G69440
7727,843277,NA,AT1G69450
7728,843278,NA,AT1G69460
7729,843279,NA,AT1G69470
7730,843280,NA,AT1G69480
7731,843281,NA,AT1G69485
7732,843282,ANAC029,AT1G69490
7733,843282,ATNAP,AT1G69490
7734,843282,NAP,AT1G69490
7735,843283,CYP704B1,AT1G69500
7736,843284,NA,AT1G69510
7737,843285,NA,AT1G69520
7738,843286,NA,AT1G69523
7739,843287,NA,AT1G69526
7740,843288,AT-EXP1,AT1G69530
7741,843288,ATEXP1,AT1G69530
7742,843288,ATEXPA1,AT1G69530
7743,843288,ATHEXP,AT1G69530
7744,843288,EXP1,AT1G69530
7745,843288,EXPA1,AT1G69530
7746,843289,AGL94,AT1G69540
7747,843291,NA,AT1G69550
7748,843292,ATMYB105,AT1G69560
7749,843292,LOF2,AT1G69560
7750,843292,MYB105,AT1G69560
7751,843293,NA,AT1G69570
7752,843294,NA,AT1G69580
7753,5007842,CLE45,AT1G69588
7754,843296,ATHB29,AT1G69600
7755,843296,ZFHD1,AT1G69600
7756,843296,ZHD11,AT1G69600
7757,843297,NA,AT1G69610
7758,843298,RPL34,AT1G69620
7759,843299,NA,AT1G69630
7760,843300,SBH1,AT1G69640
7761,843301,NA,AT1G69650
7762,843302,NA,AT1G69660
7763,843303,ATCUL3B,AT1G69670
7764,843303,CUL3B,AT1G69670
7765,843304,NA,AT1G69680
7766,843305,AtTCP15,AT1G69690
7767,843305,TCP15,AT1G69690
7768,843306,ATHVA22C,AT1G69700
7769,843306,HVA22C,AT1G69700
7770,843307,NA,AT1G69710
7771,843308,HO3,AT1G69720
7772,843309,NA,AT1G69730
7773,843310,HEMB1,AT1G69740
7774,843311,ATCOX19-2,AT1G69750
7775,843311,COX19-2,AT1G69750
7776,843312,NA,AT1G69760
7777,843313,CMT3,AT1G69770
7778,843314,ATHB13,AT1G69780
7779,843315,NA,AT1G69790
7780,843316,NA,AT1G69800
7781,843317,ATWRKY36,AT1G69810
7782,843317,WRKY36,AT1G69810
7783,3767679,NA,AT1G69818
7784,843318,GGT3,AT1G69820
7785,843318,GGT4,AT1G69820
7786,3767680,NA,AT1G69825
7787,3767681,NA,AT1G69828
7788,843319,AMY3,AT1G69830
7789,843319,ATAMY3,AT1G69830
7790,843320,NA,AT1G69840
7791,843321,AIT1,AT1G69850
7792,843321,AtNPF4.6,AT1G69850
7793,843321,ATNRT1:2,AT1G69850
7794,843321,NPF4.6,AT1G69850
7795,843321,NRT1.2,AT1G69850
7796,843321,NRT1:2,AT1G69850
7797,843321,NTL1,AT1G69850
7798,843322,NA,AT1G69860
7799,843323,AtNPF2.13,AT1G69870
7800,843323,NPF2.13,AT1G69870
7801,843323,NRT1.7,AT1G69870
7802,843324,ATH8,AT1G69880
7803,843324,TH8,AT1G69880
7804,843325,NA,AT1G69890
7805,843326,NA,AT1G69900
7806,843327,NA,AT1G69910
7807,843328,ATGSTU12,AT1G69920
7808,843328,GSTU12,AT1G69920
7809,843329,ATGSTU11,AT1G69930
7810,843329,GSTU11,AT1G69930
7811,843330,SHW1,AT1G69935
7812,843331,ATPPME1,AT1G69940
7813,843331,PPME1,AT1G69940
7814,843333,PP2A,AT1G69960
7815,843334,CLE26,AT1G69970
7816,843335,NA,AT1G69980
7817,843336,NA,AT1G69990
7818,843337,NA,AT1G70000
7819,843339,NA,AT1G70020
7820,843340,NA,AT1G70030
7821,843341,NA,AT1G70040
7822,843342,SNL4,AT1G70060
7823,843343,EMB25,AT1G70070
7824,843343,ISE2,AT1G70070
7825,843343,PDE317,AT1G70070
7826,843344,NA,AT1G70080
7827,843345,GATL9,AT1G70090
7828,843345,LGT8,AT1G70090
7829,843346,NA,AT1G70100
7830,843347,LecRK-V.1,AT1G70110
7831,843348,NA,AT1G70120
7832,843349,LecRK-V.2,AT1G70130
7833,843350,ATFH8,AT1G70140
7834,843350,FH8,AT1G70140
7835,843351,NA,AT1G70150
7836,843352,NA,AT1G70160
7837,843353,MMP,AT1G70170
7838,843354,NA,AT1G70180
7839,843355,NA,AT1G70190
7840,843356,NA,AT1G70200
7841,6241008,NA,AT1G70209
7842,843357,ATCYCD1;1,AT1G70210
7843,843357,CYCD1;1,AT1G70210
7844,843358,NA,AT1G70220
7845,843359,AXY4,AT1G70230
7846,843359,TBL27,AT1G70230
7847,843361,NA,AT1G70250
7848,843362,UMAMIT36,AT1G70260
7849,843363,NA,AT1G70270
7850,843364,NA,AT1G70280
7851,843365,ATTPS8,AT1G70290
7852,843365,ATTPSC,AT1G70290
7853,843365,TPS8,AT1G70290
7854,843366,KUP6,AT1G70300
7855,843367,SPDS2,AT1G70310
7856,843368,UPL2,AT1G70320
7857,843369,ENT1,AT1G70330
7858,843369,"ENT1,AT",AT1G70330
7859,843370,NA,AT1G70340
7860,843371,NA,AT1G70350
7861,843372,NA,AT1G70360
7862,843373,PG2,AT1G70370
7863,843374,NA,AT1G70380
7864,843375,NA,AT1G70390
7865,843376,NA,AT1G70400
7866,843377,ATBCA4,AT1G70410
7867,843377,BCA4,AT1G70410
7868,843377,CA4,AT1G70410
7869,843378,NA,AT1G70420
7870,843379,NA,AT1G70430
7871,843380,SRO3,AT1G70440
7872,843381,NA,AT1G70450
7873,843382,AtPERK13,AT1G70460
7874,843382,PERK13,AT1G70460
7875,843382,RHS10,AT1G70460
7876,843383,NA,AT1G70470
7877,843384,NA,AT1G70480
7878,843385,ARFA1D,AT1G70490
7879,843385,ATARFA1D,AT1G70490
7880,843386,NA,AT1G70500
7881,843387,NA,AT1G70505
7882,843388,ATK1,AT1G70510
7883,843388,KNAT2,AT1G70510
7884,843389,ASG6,AT1G70520
7885,843389,CRK2,AT1G70520
7886,843390,CRK3,AT1G70530
7887,843391,EDA24,AT1G70540
7888,843392,NA,AT1G70550
7889,843393,CKRC1,AT1G70560
7890,843393,SAV3,AT1G70560
7891,843393,TAA1,AT1G70560
7892,843393,WEI8,AT1G70560
7893,843394,NA,AT1G70570
7894,843395,AOAT2,AT1G70580
7895,843395,GGT2,AT1G70580
7896,843396,NA,AT1G70590
7897,843397,NA,AT1G70600
7898,843398,ABCB26,AT1G70610
7899,843398,ATTAP1,AT1G70610
7900,843398,TAP1,AT1G70610
7901,843399,NA,AT1G70620
7902,843400,RAY1,AT1G70630
7903,843401,NA,AT1G70640
7904,843402,NA,AT1G70650
7905,843403,MMZ2,AT1G70660
7906,843403,UEV1B,AT1G70660
7907,843404,AtCLO4,AT1G70670
7908,843404,CLO4,AT1G70670
7909,843404,PXG4,AT1G70670
7910,843405,NA,AT1G70680
7911,843406,HWI1,AT1G70690
7912,843406,PDLP5,AT1G70690
7913,843407,JAZ9,AT1G70700
7914,843407,TIFY7,AT1G70700
7915,843408,ATGH9B1,AT1G70710
7916,843408,CEL1,AT1G70710
7917,843408,GH9B1,AT1G70710
7918,843409,NA,AT1G70720
7919,843410,PGM2,AT1G70730
7920,843411,NA,AT1G70740
7921,843412,MyoB2,AT1G70750
7922,843413,CRR23,AT1G70760
7923,843413,NdhL,AT1G70760
7924,843414,NA,AT1G70770
7925,843415,NA,AT1G70780
7926,843416,NA,AT1G70790
7927,843417,EHB1,AT1G70800
7928,843418,NA,AT1G70810
7929,843419,NA,AT1G70820
7930,843420,MLP28,AT1G70830
7931,843421,MLP31,AT1G70840
7932,843422,MLP34,AT1G70850
7933,3767685,NA,AT1G70860
7934,843424,NA,AT1G70870
7935,843425,NA,AT1G70880
7936,843427,MLP43,AT1G70890
7937,843428,CLE17,AT1G70895
7938,843429,NA,AT1G70900
7939,843430,DEP,AT1G70910
7940,843431,ATHB18,AT1G70920
7941,843431,HB18,AT1G70920
7942,843432,ATPIN3,AT1G70940
7943,843432,PIN3,AT1G70940
7944,6240633,NA,AT1G70944
7945,6240811,NA,AT1G70949
7946,843433,NA,AT1G70950
7947,843434,NA,AT1G70960
7948,843435,NA,AT1G70970
7949,843436,SYNC3,AT1G70980
7950,843437,NA,AT1G70985
7951,843438,NA,AT1G70990
7952,843439,NA,AT1G71000
7953,843440,FAB1C,AT1G71010
7954,843441,NA,AT1G71015
7955,843442,NA,AT1G71020
7956,843443,ATMYBL2,AT1G71030
7957,843443,MYBL2,AT1G71030
7958,843444,LPR2,AT1G71040
7959,843445,HIPP20,AT1G71050
7960,843446,NA,AT1G71060
7961,843447,NA,AT1G71070
7962,843448,NA,AT1G71080
7963,843449,NA,AT1G71090
7964,843450,RSW10,AT1G71100
7965,843451,NA,AT1G71110
7966,843452,GLIP6,AT1G71120
7967,843453,AtERF070,AT1G71130
7968,843453,CRF8,AT1G71130
7969,843453,ERF070,AT1G71130
7970,843454,NA,AT1G71140
7971,843455,NA,AT1G71150
7972,843456,KCS7,AT1G71160
7973,843457,NA,AT1G71170
7974,843458,NA,AT1G71180
7975,843459,SAG18,AT1G71190
7976,843460,NA,AT1G71200
7977,843461,NA,AT1G71210
7978,843462,EBS1,AT1G71220
7979,843462,PSL2,AT1G71220
7980,843462,UGGT,AT1G71220
7981,843463,AJH2,AT1G71230
7982,843463,CSN5,AT1G71230
7983,843463,CSN5B,AT1G71230
7984,843464,NA,AT1G71235
7985,843465,NA,AT1G71240
7986,843466,NA,AT1G71250
7987,843467,ATWHY2,AT1G71260
7988,843467,WHY2,AT1G71260
7989,843468,ATVPS52,AT1G71270
7990,843468,POK,AT1G71270
7991,843468,TTD8,AT1G71270
7992,843469,NA,AT1G71280
7993,843470,NA,AT1G71290
7994,843471,NA,AT1G71300
7995,843472,ODB1,AT1G71310
7996,843472,RAD52-1,AT1G71310
7997,843472,RAD52-1A,AT1G71310
7998,843472,RAD52-1B.1,AT1G71310
7999,843472,RAD52-1B.2,AT1G71310
8000,843473,NA,AT1G71320
8001,843474,ATNAP5,AT1G71330
8002,843474,NAP5,AT1G71330
8003,843475,AtGDPD4,AT1G71340
8004,843475,GDPD4,AT1G71340
8005,843476,NA,AT1G71350
8006,843477,NA,AT1G71360
8007,843478,NA,AT1G71370
8008,843479,ATCEL3,AT1G71380
8009,843479,ATGH9B3,AT1G71380
8010,843479,CEL3,AT1G71380
8011,843480,AtRLP11,AT1G71390
8012,843480,RLP11,AT1G71390
8013,843481,AtRLP12,AT1G71400
