,ENTREZID,SYMBOL,TAIR
8014,843481,RLP12,AT1G71400
8015,843482,NA,AT1G71410
8016,843483,NA,AT1G71420
8017,843484,NA,AT1G71430
8018,843485,PFI,AT1G71440
8019,843485,TFC,AT1G71440
8020,843486,NA,AT1G71450
8021,843487,NA,AT1G71460
8022,843488,NA,AT1G71470
8023,843489,NA,AT1G71480
8024,843490,NA,AT1G71490
8025,843491,NA,AT1G71500
8026,843492,NA,AT1G71520
8027,843493,NA,AT1G71530
8028,843494,NA,AT1G71680
8029,843495,NA,AT1G71690
8030,843496,NA,AT1G71691
8031,843497,AGL12,AT1G71692
8032,843497,XAL1,AT1G71692
8033,843498,NA,AT1G71695
8034,843499,SOL1,AT1G71696
8035,843500,ATCK1,AT1G71697
8036,843500,CK,AT1G71697
8037,843500,CK1,AT1G71697
8038,843501,NA,AT1G71710
8039,843502,PDE338,AT1G71720
8040,843502,RLSB,AT1G71720
8041,843503,NA,AT1G71730
8042,843504,NA,AT1G71740
8043,843505,HGPT,AT1G71750
8044,843506,NA,AT1G71760
8045,843507,PAB5,AT1G71770
8046,843508,NA,AT1G71780
8047,843509,AtCPB,AT1G71790
8048,843509,CPB,AT1G71790
8049,843510,CSTF64,AT1G71800
8050,843511,NA,AT1G71810
8051,843512,SEC6,AT1G71820
8052,843513,ATSERK1,AT1G71830
8053,843513,SERK1,AT1G71830
8054,843514,NA,AT1G71840
8055,843515,NA,AT1G71850
8056,843516,ATPTP1,AT1G71860
8057,843516,PTP1,AT1G71860
8058,843517,NA,AT1G71865
8059,10723086,NA,AT1G71866
8060,843518,NA,AT1G71870
8061,843519,ATSUC1,AT1G71880
8062,843519,SUC1,AT1G71880
8063,843520,ATSUC5,AT1G71890
8064,843520,SUC5,AT1G71890
8065,843521,NA,AT1G71900
8066,843522,NA,AT1G71910
8067,843523,HISN6B,AT1G71920
8068,843524,ANAC030,AT1G71930
8069,843524,VND7,AT1G71930
8070,843525,NA,AT1G71940
8071,843526,NA,AT1G71950
8072,843527,ABCG25,AT1G71960
8073,843527,ATABCG25,AT1G71960
8074,843528,NA,AT1G71970
8075,843529,NA,AT1G71980
8076,843530,ATFT4,AT1G71990
8077,843530,ATFUT13,AT1G71990
8078,843530,FT4-M,AT1G71990
8079,843530,FUCTC,AT1G71990
8080,843530,FUT13,AT1G71990
8081,843531,A/N-InvF,AT1G72000
8082,843532,NA,AT1G72010
8083,843533,NA,AT1G72020
8084,843534,NA,AT1G72030
8085,843535,AtdNK,AT1G72040
8086,843535,dNK,AT1G72040
8087,843536,TFIIIA,AT1G72050
8088,843537,NA,AT1G72060
8089,843538,NA,AT1G72070
8090,843539,NA,AT1G72080
8091,843540,NA,AT1G72090
8092,843541,NA,AT1G72100
8093,843542,NA,AT1G72110
8094,843543,AtNPF5.14,AT1G72120
8095,843543,NPF5.14,AT1G72120
8096,6241212,AtNPF5.13,AT1G72125
8097,6241212,NPF5.13,AT1G72125
8098,843544,NA,AT1G72130
8099,843545,NA,AT1G72140
8100,6240638,NA,AT1G72141
8101,843546,PATL1,AT1G72150
8102,843547,NA,AT1G72160
8103,843548,NA,AT1G72170
8104,843549,NA,AT1G72175
8105,843550,NA,AT1G72180
8106,843551,NA,AT1G72190
8107,843552,NA,AT1G72200
8108,843553,NA,AT1G72210
8109,843554,NA,AT1G72220
8110,843555,NA,AT1G72230
8111,843556,NA,AT1G72240
8112,843557,NA,AT1G72250
8113,843558,THI2.1,AT1G72260
8114,843558,THI2.1.1,AT1G72260
8115,843559,NA,AT1G72270
8116,843560,AERO1,AT1G72280
8117,843560,ERO1,AT1G72280
8118,843561,NA,AT1G72290
8119,843562,PSY1R,AT1G72300
8120,843563,ATL3,AT1G72310
8121,843564,APUM23,AT1G72320
8122,843564,PUM23,AT1G72320
8123,843565,ALAAT2,AT1G72330
8124,843566,NA,AT1G72340
8125,843567,NA,AT1G72350
8126,843568,AtERF73,AT1G72360
8127,843568,ERF73,AT1G72360
8128,843568,HRE1,AT1G72360
8129,843569,AP40,AT1G72370
8130,843569,P40,AT1G72370
8131,843569,RP40,AT1G72370
8132,843569,RPSAA,AT1G72370
8133,843571,PHL,AT1G72390
8134,843573,NA,AT1G72410
8135,3767688,NA,AT1G72416
8136,843574,NA,AT1G72420
8137,843575,SAUR78,AT1G72430
8138,843576,EDA25,AT1G72440
8139,843576,SWA2,AT1G72440
8140,843577,JAZ6,AT1G72450
8141,843577,TIFY11B,AT1G72450
8142,843578,NA,AT1G72460
8143,843579,ATEXO70D1,AT1G72470
8144,843579,EXO70D1,AT1G72470
8145,843580,NA,AT1G72480
8146,843581,NA,AT1G72490
8147,843582,NA,AT1G72500
8148,843583,NA,AT1G72510
8149,843584,ATLOX4,AT1G72520
8150,843584,LOX4,AT1G72520
8151,843585,RIP7,AT1G72530
8152,843586,NA,AT1G72540
8153,843587,NA,AT1G72550
8154,843588,PSD,AT1G72560
8155,843589,NA,AT1G72570
8156,843590,NA,AT1G72580
8157,843591,NA,AT1G72590
8158,843592,NA,AT1G72600
8159,843593,ATGER1,AT1G72610
8160,843593,GER1,AT1G72610
8161,843593,GLP1,AT1G72610
8162,843594,NA,AT1G72620
8163,843595,ELF4-L2,AT1G72630
8164,843596,NA,AT1G72640
8165,2745853,NA,AT1G72645
8166,843597,TRFL6,AT1G72650
8167,843598,NA,AT1G72660
8168,843599,iqd8,AT1G72670
8169,843600,ATCAD1,AT1G72680
8170,843600,CAD1,AT1G72680
8171,843601,NA,AT1G72690
8172,843602,NA,AT1G72700
8173,843603,CKL2,AT1G72710
8174,843604,NA,AT1G72720
8175,843605,NA,AT1G72730
8176,843606,NA,AT1G72740
8177,843607,ATTIM23-2,AT1G72750
8178,843607,TIM23-2,AT1G72750
8179,843608,NA,AT1G72760
8180,843609,AtHAB1,AT1G72770
8181,843609,HAB1,AT1G72770
8182,843610,NA,AT1G72790
8183,843611,NA,AT1G72800
8184,843612,NA,AT1G72810
8185,843613,NA,AT1G72820
8186,843614,ATHAP2C,AT1G72830
8187,843614,HAP2C,AT1G72830
8188,843614,NF-YA3,AT1G72830
8189,843615,NA,AT1G72840
8190,843616,NA,AT1G72850
8191,843617,NA,AT1G72860
8192,843618,NA,AT1G72870
8193,843619,NA,AT1G72880
8194,843620,NA,AT1G72890
8195,843621,NA,AT1G72900
8196,843622,NA,AT1G72910
8197,843623,NA,AT1G72920
8198,843624,AtTN10,AT1G72930
8199,843624,TIR,AT1G72930
8200,843624,TN10,AT1G72930
8201,843625,NA,AT1G72940
8202,843626,NA,AT1G72950
8203,843627,NA,AT1G72960
8204,843628,EDA17,AT1G72970
8205,843628,HTH,AT1G72970
8206,843629,LBD7,AT1G72980
8207,843630,BGAL17,AT1G72990
8208,843631,PYL3,AT1G73000
8209,843631,RCAR13,AT1G73000
8210,843632,AtPPsPase1,AT1G73010
8211,843632,ATPS2,AT1G73010
8212,843632,PPsPase1,AT1G73010
8213,843632,PS2,AT1G73010
8214,843633,NA,AT1G73020
8215,843634,CHMP1A,AT1G73030
8216,843634,VPS46.2,AT1G73030
8217,843635,NA,AT1G73040
8218,843636,NA,AT1G73050
8219,843637,LPA3,AT1G73060
8220,6240885,NA,AT1G73066
8221,843639,ATPEPR1,AT1G73080
8222,843639,PEPR1,AT1G73080
8223,843640,NA,AT1G73090
8224,843641,SDG19,AT1G73100
8225,843641,SUVH3,AT1G73100
8226,843642,NA,AT1G73110
8227,843643,NA,AT1G73120
8228,843644,NA,AT1G73130
8229,843645,TBL31,AT1G73140
8230,843646,GTE3,AT1G73150
8231,843647,NA,AT1G73160
8232,28717420,CLE1,AT1G73165
8233,843649,NA,AT1G73170
8234,843651,APC13,AT1G73177
8235,843651,BNS,AT1G73177
8236,843652,NA,AT1G73180
8237,843653,ALPHA-TIP,AT1G73190
8238,843653,TIP3;1,AT1G73190
8239,843654,NA,AT1G73200
8240,843655,NA,AT1G73210
8241,843656,AtOCT1,AT1G73220
8242,843656,1-Oct,AT1G73220
8243,843657,NA,AT1G73230
8244,843658,NA,AT1G73240
8245,843659,ATFX,AT1G73250
8246,843659,GER1,AT1G73250
8247,843660,ATKTI1,AT1G73260
8248,843660,KTI1,AT1G73260
8249,843661,scpl6,AT1G73270
8250,843662,scpl3,AT1G73280
8251,843663,scpl5,AT1G73290
8252,843664,scpl2,AT1G73300
8253,843665,scpl4,AT1G73310
8254,843666,NA,AT1G73320
8255,843667,NA,AT1G73325
8256,843668,ATDR4,AT1G73330
8257,843668,DR4,AT1G73330
8258,843669,NA,AT1G73340
8259,843670,NA,AT1G73350
8260,843671,AtEDT1,AT1G73360
8261,843671,ATHDG11,AT1G73360
8262,843671,EDT1,AT1G73360
8263,843671,HDG11,AT1G73360
8264,843672,ATSUS6,AT1G73370
8265,843672,SUS6,AT1G73370
8266,843673,NA,AT1G73380
8267,843674,NA,AT1G73390
8268,843675,NA,AT1G73400
8269,843676,ATMYB54,AT1G73410
8270,843676,MYB54,AT1G73410
8271,843677,NA,AT1G73430
8272,843678,NA,AT1G73440
8273,843680,NA,AT1G73450
8274,843681,NA,AT1G73460
8275,843682,NA,AT1G73470
8276,843683,NA,AT1G73480
8277,843684,NA,AT1G73490
8278,843685,ATMKK9,AT1G73500
8279,843685,MKK9,AT1G73500
8280,843686,NA,AT1G73510
8281,843687,NA,AT1G73530
8282,843688,atnudt21,AT1G73540
8283,843688,NUDT21,AT1G73540
8284,843689,NA,AT1G73550
8285,843690,NA,AT1G73560
8286,843691,NA,AT1G73570
8287,843692,NA,AT1G73580
8288,843693,ATPIN1,AT1G73590
8289,843693,PIN1,AT1G73590
8290,843694,NA,AT1G73600
8291,3767692,LCR64,AT1G73603
8292,3767693,LCR65,AT1G73607
8293,843695,NA,AT1G73610
8294,843696,NA,AT1G73620
8295,843697,NA,AT1G73630
8296,843698,AtRABA6a,AT1G73640
8297,843698,RABA6a,AT1G73640
8298,843699,NA,AT1G73650
8299,843700,NA,AT1G73655
8300,843701,SIS8,AT1G73660
8301,843702,ATMPK15,AT1G73670
8302,843702,MPK15,AT1G73670
8303,843703,ALPHA,AT1G73680
8304,843703,alpha-DOX2,AT1G73680
8305,843704,AT;CDKD;1,AT1G73690
8306,843704,CAK3AT,AT1G73690
8307,843704,CDKD1;1,AT1G73690
8308,843705,NA,AT1G73700
8309,843706,NA,AT1G73710
8310,843707,SMU1,AT1G73720
8311,843708,AtEIL3,AT1G73730
8312,843708,ATSLIM,AT1G73730
8313,843708,EIL3,AT1G73730
8314,843708,SLIM1,AT1G73730
8315,843709,NA,AT1G73740
8316,843710,NA,AT1G73750
8317,843711,NA,AT1G73760
8318,843712,NA,AT1G73770
8319,28717421,NA,AT1G73780
8320,843714,AtGIP2,AT1G73790
8321,843714,GIP1b,AT1G73790
8322,843714,GIP2,AT1G73790
8323,843716,SARD1,AT1G73805
8324,843717,NA,AT1G73810
8325,843718,NA,AT1G73820
8326,843719,BEE3,AT1G73830
8327,843720,ESP1,AT1G73840
8328,843721,NA,AT1G73850
8329,843722,NA,AT1G73860
8330,843723,BBX16,AT1G73870
8331,843723,COL7,AT1G73870
8332,843724,NA,AT1G73875
8333,843725,UGT89B1,AT1G73880
8334,843726,NA,AT1G73885
8335,843727,NA,AT1G73890
8336,843728,ARP4A,AT1G73910
8337,843728,ATARP4A,AT1G73910
8338,843729,NA,AT1G73920
8339,843730,NA,AT1G73930
8340,843731,NA,AT1G73940
8341,843732,NA,AT1G73950
8342,843733,TAF2,AT1G73960
8343,843734,CLE13,AT1G73965
8344,843735,NA,AT1G73970
8345,843736,NA,AT1G73980
8346,843737,SPPA,AT1G73990
8347,843737,SPPA1,AT1G73990
8348,843738,SS3,AT1G74000
8349,843739,NA,AT1G74010
8350,843740,SS2,AT1G74020
8351,843741,ENO1,AT1G74030
8352,843742,IMS1,AT1G74040
8353,843742,IPMS2,AT1G74040
8354,843742,MAML-3,AT1G74040
8355,843743,TET17,AT1G74045
8356,843744,NA,AT1G74050
8357,843745,NA,AT1G74055
8358,843746,NA,AT1G74060
8359,843747,NA,AT1G74070
8360,843748,ATMYB122,AT1G74080
8361,843748,MYB122,AT1G74080
8362,5007847,NA,AT1G74088
8363,843749,ATSOT18,AT1G74090
8364,843749,ATST5B,AT1G74090
8365,843749,SOT18,AT1G74090
8366,843750,ATSOT16,AT1G74100
8367,843750,ATST5A,AT1G74100
8368,843750,CORI-7,AT1G74100
8369,843750,SOT16,AT1G74100
8370,843751,CYP78A10,AT1G74110
8371,843752,NA,AT1G74120
8372,843753,NA,AT1G74130
8373,843754,NA,AT1G74140
8374,843755,NA,AT1G74150
8375,843756,TRM4,AT1G74160
8376,843757,AtRLP13,AT1G74170
8377,843757,RLP13,AT1G74170
8378,843758,AtRLP14,AT1G74180
8379,843758,RLP14,AT1G74180
8380,843759,AtRLP15,AT1G74190
8381,843759,RLP15,AT1G74190
8382,843760,AtRLP16,AT1G74200
8383,843760,RLP16,AT1G74200
8384,843761,AtGDPD5,AT1G74210
8385,843761,GDPD5,AT1G74210
8386,843762,NA,AT1G74220
8387,843763,GR-RBP5,AT1G74230
8388,843764,NA,AT1G74240
8389,843765,NA,AT1G74250
8390,843766,PUR4,AT1G74260
8391,843767,NA,AT1G74270
8392,843768,NA,AT1G74280
8393,843769,NA,AT1G74290
8394,843770,NA,AT1G74300
8395,843771,ATHSP101,AT1G74310
8396,843771,HOT1,AT1G74310
8397,843771,HSP101,AT1G74310
8398,843772,NA,AT1G74320
8399,843774,NA,AT1G74330
8400,843775,DPMS2,AT1G74340
8401,843776,NA,AT1G74350
8402,843777,NA,AT1G74360
8403,843778,NA,AT1G74370
8404,843779,XXT5,AT1G74380
8405,843780,NA,AT1G74390
8406,843781,NA,AT1G74400
8407,843782,NA,AT1G74410
8408,843783,ATFUT3,AT1G74420
8409,843783,FUT3,AT1G74420
8410,843784,ATMYB95,AT1G74430
8411,843784,ATMYBCP66,AT1G74430
8412,843784,MYB95,AT1G74430
8413,843785,NA,AT1G74440
8414,843786,NA,AT1G74450
8415,5007848,NA,AT1G74458
8416,843787,NA,AT1G74460
8417,843788,NA,AT1G74470
8418,843789,AtRKD2,AT1G74480
8419,843789,RKD2,AT1G74480
8420,843789,URP4,AT1G74480
8421,843790,NA,AT1G74490
8422,843791,ATBS1,AT1G74500
8423,843791,bHLH135,AT1G74500
8424,843791,BS1,AT1G74500
8425,843791,PRE3,AT1G74500
8426,843791,TMO7,AT1G74500
8427,843792,NA,AT1G74510
8428,843793,ATHVA22A,AT1G74520
8429,843793,HVA22A,AT1G74520
8430,843794,NA,AT1G74530
8431,843795,CYP98A8,AT1G74540
8432,843796,CYP98A9,AT1G74550
8433,843797,NRP1,AT1G74560
8434,843798,NA,AT1G74580
8435,843799,ATGSTU10,AT1G74590
8436,843799,GSTU10,AT1G74590
8437,843800,OTP87,AT1G74600
8438,843801,NA,AT1G74620
8439,843802,NA,AT1G74630
8440,843803,NA,AT1G74640
8441,843804,ATMYB31,AT1G74650
8442,843804,ATY13,AT1G74650
8443,843804,MYB31,AT1G74650
8444,843805,MIF1,AT1G74660
8445,843806,GASA6,AT1G74670
8446,843807,NA,AT1G74680
8447,843808,IQD31,AT1G74690
8448,843809,NUZ,AT1G74700
8449,843809,TRZ1,AT1G74700
8450,843810,ATICS1,AT1G74710
8451,843810,EDS16,AT1G74710
8452,843810,ICS1,AT1G74710
8453,843810,SID2,AT1G74710
8454,843811,QKY,AT1G74720
8455,843812,NA,AT1G74730
8456,843813,ATCPK30,AT1G74740
8457,843813,CDPK1A,AT1G74740
8458,843813,CPK30,AT1G74740
8459,843814,NA,AT1G74750
8460,843816,NA,AT1G74770
8461,843817,NA,AT1G74780
8462,843818,NA,AT1G74790
8463,843819,NA,AT1G74800
8464,843820,BOR5,AT1G74810
8465,843821,NA,AT1G74820
8466,843822,NA,AT1G74830
8467,843823,NA,AT1G74840
8468,843824,PDE343,AT1G74850
8469,843824,PTAC2,AT1G74850
8470,843825,NA,AT1G74860
8471,843826,NA,AT1G74870
8472,7922311,NA,AT1G74875
8473,843827,NDH-O,AT1G74880
8474,843827,NdhO,AT1G74880
8475,843828,ARR15,AT1G74890
8476,843829,OTP43,AT1G74900
8477,843830,NA,AT1G74910
8478,843831,ALDH10A8,AT1G74920
8479,6240887,NA,AT1G74929
8480,843832,ORA47,AT1G74930
8481,843833,NA,AT1G74940
8482,843834,JAZ2,AT1G74950
8483,843834,TIFY10B,AT1G74950
8484,843835,ATKAS2,AT1G74960
8485,843835,FAB1,AT1G74960
8486,843835,KAS2,AT1G74960
8487,843836,RPS9,AT1G74970
8488,843836,TWN3,AT1G74970
8489,843837,NA,AT1G74990
8490,843838,NA,AT1G75000
8491,843839,ARC3,AT1G75010
8492,843840,LPAT4,AT1G75020
8493,843841,ATLP-3,AT1G75030
8494,843841,TLP-3,AT1G75030
8495,843842,PR-5,AT1G75040
8496,843842,PR5,AT1G75040
8497,843843,NA,AT1G75050
8498,843844,NA,AT1G75060
8499,843845,BZR1,AT1G75080
8500,843846,NA,AT1G75090
8501,843847,JAC1,AT1G75100
8502,843848,RRA2,AT1G75110
8503,843849,RRA1,AT1G75120
8504,843850,CYP721A1,AT1G75130
8505,843851,NA,AT1G75140
8506,843852,NA,AT1G75150
8507,843853,NA,AT1G75160
8508,843854,NA,AT1G75170
8509,843855,NA,AT1G75180
8510,843856,NA,AT1G75190
8511,843857,NA,AT1G75200
8512,843858,NA,AT1G75210
8513,843859,AtERDL6,AT1G75220
8514,843859,ERDL6,AT1G75220
8515,843860,NA,AT1G75230
8516,843861,AtHB33,AT1G75240
8517,843861,HB33,AT1G75240
8518,843861,ZHD5,AT1G75240
8519,843862,ATRL6,AT1G75250
8520,843862,RL6,AT1G75250
8521,843862,RSM3,AT1G75250
8522,843863,NA,AT1G75260
8523,843864,DHAR2,AT1G75270
8524,843865,NA,AT1G75280
8525,843866,NA,AT1G75290
8526,843867,NA,AT1G75300
8527,843868,AUL1,AT1G75310
8528,843869,OTC,AT1G75330
8529,6240462,NA,AT1G75335
8530,843870,NA,AT1G75340
8531,843871,emb2184,AT1G75350
8532,843872,NA,AT1G75360
8533,843873,NA,AT1G75370
8534,843874,ATBBD1,AT1G75380
8535,843874,BBD1,AT1G75380
8536,843875,AtbZIP44,AT1G75390
8537,843875,bZIP44,AT1G75390
8538,843876,NA,AT1G75400
8539,843877,BLH3,AT1G75410
8540,843878,NA,AT1G75420
8541,843879,BLH11,AT1G75430
8542,843880,UBC16,AT1G75440
8543,843881,ATCKX5,AT1G75450
8544,843881,ATCKX6,AT1G75450
8545,843881,CKX5,AT1G75450
8546,843882,NA,AT1G75460
8547,843883,ATPUP15,AT1G75470
8548,843883,PUP15,AT1G75470
8549,843885,NA,AT1G75490
8550,843886,UMAMIT5,AT1G75500
8551,843886,WAT1,AT1G75500
8552,843887,NA,AT1G75510
8553,843888,SRS5,AT1G75520
8554,843889,NA,AT1G75530
8555,843890,AtBBX21,AT1G75540
8556,843890,BBX21,AT1G75540
8557,843890,LHUS,AT1G75540
8558,843890,STH2,AT1G75540
8559,843891,NA,AT1G75550
8560,843892,NA,AT1G75560
8561,843893,SAUR51,AT1G75580
8562,843894,SAUR52,AT1G75590
8563,843895,NA,AT1G75600
8564,843897,NA,AT1G75620
8565,843898,AVA-P4,AT1G75630
8566,843899,NA,AT1G75640
8567,843900,AtXRN3,AT1G75660
8568,843900,XRN3,AT1G75660
8569,843901,NA,AT1G75670
8570,843902,AtGH9B7,AT1G75680
8571,843902,GH9B7,AT1G75680
8572,843903,LQY1,AT1G75690
8573,843904,HVA22G,AT1G75700
8574,843905,NA,AT1G75710
8575,6240874,NA,AT1G75717
8576,843906,NA,AT1G75720
8577,843907,NA,AT1G75730
8578,843908,GASA1,AT1G75750
8579,843909,NA,AT1G75760
8580,843910,NA,AT1G75770
8581,843911,TUB1,AT1G75780
8582,843912,sks18,AT1G75790
8583,843913,NA,AT1G75800
8584,843914,NA,AT1G75810
8585,843915,ATCLV1,AT1G75820
8586,843915,CLV1,AT1G75820
8587,843915,FAS3,AT1G75820
8588,843915,FLO5,AT1G75820
8589,843916,LCR67,AT1G75830
8590,843916,PDF1.1,AT1G75830
8591,843917,ARAC5,AT1G75840
8592,843917,ATGP3,AT1G75840
8593,843917,ATROP4,AT1G75840
8594,843917,ROP4,AT1G75840
8595,843918,VPS35B,AT1G75850
8596,843919,NA,AT1G75860
8597,843920,NA,AT1G75870
8598,843921,NA,AT1G75880
8599,843922,NA,AT1G75890
8600,843923,NA,AT1G75900
8601,843924,EXL4,AT1G75910
8602,843925,NA,AT1G75920
8603,843926,EXL6,AT1G75930
8604,843927,ATA27,AT1G75940
8605,843927,BGLU20,AT1G75940
8606,843928,ASK1,AT1G75950
8607,843928,ATSKP1,AT1G75950
8608,843928,SKP1,AT1G75950
8609,843928,SKP1A,AT1G75950
8610,843928,UIP1,AT1G75950
8611,843929,NA,AT1G75960
8612,843930,NA,AT1G75980
8613,843931,NA,AT1G75990
8614,843932,NA,AT1G76010
8615,843933,NA,AT1G76020
8616,843934,AtVAB1,AT1G76030
8617,843934,VAB1,AT1G76030
8618,843936,CPK29,AT1G76040
8619,843937,NA,AT1G76050
8620,843938,EMB1793,AT1G76060
8621,5007850,NA,AT1G76065
8622,843939,NA,AT1G76070
8623,843940,ATCDSP32,AT1G76080
8624,843940,CDSP32,AT1G76080
8625,843941,SMT3,AT1G76090
8626,843942,PETE1,AT1G76100
8627,843943,NA,AT1G76110
8628,843944,NA,AT1G76120
8629,843945,AMY2,AT1G76130
8630,843945,ATAMY2,AT1G76130
8631,843946,NA,AT1G76140
8632,843947,ATECH2,AT1G76150
8633,843947,ECH2,AT1G76150
8634,843948,sks5,AT1G76160
8635,843949,NA,AT1G76170
8636,843950,ERD14,AT1G76180
8637,843951,NA,AT1G76185
8638,843952,SAUR56,AT1G76190
8639,843953,NA,AT1G76200
8640,843954,NA,AT1G76210
8641,843955,NA,AT1G76220
8642,843956,NA,AT1G76230
8643,843957,NA,AT1G76240
8644,843958,NA,AT1G76250
8645,843959,DWA2,AT1G76260
8646,843960,NA,AT1G76270
8647,843961,NA,AT1G76280
8648,843962,NA,AT1G76290
8649,843963,SmD3,AT1G76300
8650,843964,CYCB2;4,AT1G76310
8651,843965,CPD25,AT1G76320
8652,843965,FRS4,AT1G76320
8653,843966,GONST3,AT1G76340
8654,843967,NLP5,AT1G76350
8655,843968,NA,AT1G76360
8656,843969,NA,AT1G76370
8657,843970,NA,AT1G76380
8658,843971,PUB43,AT1G76390
8659,843972,NA,AT1G76400
8660,843973,NA,AT1G76405
8661,843974,ATL8,AT1G76410
8662,843975,ANAC031,AT1G76420
8663,843975,CUC3,AT1G76420
8664,843975,NAC368,AT1G76420
8665,843976,PHT1;9,AT1G76430
8666,843977,NA,AT1G76440
8667,843978,NA,AT1G76450
8668,843979,NA,AT1G76460
8669,843980,NA,AT1G76470
8670,843981,NA,AT1G76480
8671,843982,AtHMGR1,AT1G76490
8672,843982,HMG1,AT1G76490
8673,843982,HMGR1,AT1G76490
8674,843982,MAD3,AT1G76490
8675,843983,AHL29,AT1G76500
8676,843983,SOB3,AT1G76500
8677,843984,NA,AT1G76510
8678,843985,NA,AT1G76520
8679,843986,NA,AT1G76530
8680,843987,CDKB2;1,AT1G76540
8681,843988,NA,AT1G76550
8682,843989,CP12-3,AT1G76560
8683,843990,AtLHCB7,AT1G76570
8684,843990,LHCB7,AT1G76570
8685,843991,NA,AT1G76580
8686,843992,NA,AT1G76590
8687,843993,NA,AT1G76600
8688,843994,NA,AT1G76610
8689,843995,NA,AT1G76620
8690,843996,NA,AT1G76630
8691,843997,CML39,AT1G76640
8692,843998,CML38,AT1G76650
8693,843999,NA,AT1G76660
8694,844000,NA,AT1G76670
8695,844001,ATOPR1,AT1G76680
8696,844001,OPR1,AT1G76680
8697,844002,ATOPR2,AT1G76690
8698,844002,OPR2,AT1G76690
8699,844003,NA,AT1G76700
8700,844004,NA,AT1G76705
8701,844005,ASHH1,AT1G76710
8702,844005,SDG26,AT1G76710
8703,844006,NA,AT1G76720
8704,6240820,NA,AT1G76728
8705,844007,COG0212,AT1G76730
8706,844008,NA,AT1G76740
8707,844009,EC1.1,AT1G76750
8708,844010,ATY1,AT1G76760
8709,844010,TRX-Y1,AT1G76760
8710,844010,TY1,AT1G76760
8711,844011,NA,AT1G76770
8712,844012,NA,AT1G76780
8713,844013,IGMT5,AT1G76790
8714,844014,NA,AT1G76800
8715,844015,NA,AT1G76810
8716,844016,NA,AT1G76820
8717,844018,NA,AT1G76830
8718,844019,NA,AT1G76840
8719,844020,SEC5A,AT1G76850
8720,844021,LSM3B,AT1G76860
8721,844022,NA,AT1G76870
8722,844023,NA,AT1G76880
8723,844024,AT-GT2,AT1G76890
8724,844024,GT2,AT1G76890
8725,844025,AtTLP1,AT1G76900
8726,844025,TLP1,AT1G76900
8727,844026,NA,AT1G76910
8728,844027,NA,AT1G76920
8729,844028,ATEXT1,AT1G76930
8730,844028,ATEXT4,AT1G76930
8731,844028,EXT1,AT1G76930
8732,844028,EXT4,AT1G76930
8733,844028,ORG5,AT1G76930
8734,844029,NA,AT1G76940
8735,844030,PRAF1,AT1G76950
8736,5007852,IDL5,AT1G76952
8737,3767712,NA,AT1G76954
8738,2745854,NA,AT1G76955
8739,844031,NA,AT1G76960
8740,28717432,NA,AT1G76965
8741,844033,NA,AT1G76970
8742,844034,NA,AT1G76980
8743,844035,ACR3,AT1G76990
8744,6240513,NA,AT1G76994
8745,844036,ATSKP2;2,AT1G77000
8746,844036,SKP2B,AT1G77000
8747,844037,NA,AT1G77010
8748,844038,NA,AT1G77020
8749,844039,NA,AT1G77030
8750,844041,NA,AT1G77060
8751,844042,AGL27,AT1G77080
8752,844042,FLM,AT1G77080
8753,844042,MAF1,AT1G77080
8754,844043,NA,AT1G77090
8755,3767714,NA,AT1G77093
8756,844045,NA,AT1G77100
8757,844046,PIN6,AT1G77110
8758,844047,ADH,AT1G77120
8759,844047,ADH1,AT1G77120
8760,844047,ATADH,AT1G77120
8761,844047,ATADH1,AT1G77120
8762,844048,NA,AT1G77122
8763,844049,GUX3,AT1G77130
8764,844049,PGSIP2,AT1G77130
8765,844050,ATVPS45,AT1G77140
8766,844050,BEN2,AT1G77140
8767,844050,VPS45,AT1G77140
8768,844051,NA,AT1G77145
8769,844052,NA,AT1G77150
8770,844053,NA,AT1G77160
8771,844054,NA,AT1G77170
8772,844055,SKIP,AT1G77180
8773,844056,NA,AT1G77200
8774,844057,AtSTP14,AT1G77210
8775,844057,STP14,AT1G77210
8776,844058,NA,AT1G77220
8777,844059,NA,AT1G77230
8778,844060,AAE2,AT1G77240
8779,844061,NA,AT1G77250
8780,844062,NA,AT1G77260
8781,844063,NA,AT1G77270
8782,844064,NA,AT1G77280
8783,844065,NA,AT1G77290
8784,844066,ASHH2,AT1G77300
8785,844066,CCR1,AT1G77300
8786,844066,EFS,AT1G77300
8787,844066,LAZ2,AT1G77300
8788,844066,SDG8,AT1G77300
8789,844067,NA,AT1G77310
8790,844068,MEI1,AT1G77320
8791,844069,ACO5,AT1G77330
8792,844070,NA,AT1G77340
8793,844071,NA,AT1G77350
8794,844072,APPR6,AT1G77360
8795,844073,NA,AT1G77370
8796,844074,AAP3,AT1G77380
8797,844074,ATAAP3,AT1G77380
8798,844075,CYCA1,AT1G77390
8799,844075,CYCA1;2,AT1G77390
8800,844075,DYP,AT1G77390
8801,844075,TAM,AT1G77390
8802,844076,NA,AT1G77400
8803,844077,NA,AT1G77405
8804,844078,BGAL16,AT1G77410
8805,844079,NA,AT1G77420
8806,844080,PBC2,AT1G77440
8807,844081,aNAc032,AT1G77450
8808,844081,NAC032,AT1G77450
8809,844082,CSI3,AT1G77460
8810,844083,EMB2810,AT1G77470
